source_element_key,blockface,side,capacity,area,subarea,category,time_limit_min,lat,lng
21774,S WASHINGTON ST BETWEEN 3RD AVE S AND 4TH AVE S,S,2,Pioneer Square,Edge,Paid Parking,120,47.60081318,-122.32958115
43910,S WASHINGTON ST BETWEEN 5TH AVE S AND 6TH AVE S,S,7,Chinatown/ID,,Paid Parking,120,47.60080077,-122.3269687
43913,S WASHINGTON ST BETWEEN 6TH AVE S AND DEAD END 1,N,7,Chinatown/ID,,Paid Parking,120,47.60093543,-122.32567765
43914,S WASHINGTON ST BETWEEN 6TH AVE S AND DEAD END 1,S,7,Chinatown/ID,,Paid Parking,120,47.60079834,-122.32566813
21765,S WASHINGTON ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,N,5,Pioneer Square,Edge,Paid Parking,120,47.60093944,-122.33489185
89526,S WASHINGTON ST BETWEEN OCCIDENTAL AVE S AND 2ND AVE S,S,7,Pioneer Square,Core,Paid Parking,120,47.60081755,-122.33232649
43941,S WELLER ST BETWEEN 5TH AVE S AND 6TH AVE S,N,4,Chinatown/ID,,Paid Parking,120,47.59758444,-122.32699474
43942,S WELLER ST BETWEEN 5TH AVE S AND 6TH AVE S,S,5,Chinatown/ID,,Paid Parking,120,47.59744736,-122.32699509
66613,S WELLER ST BETWEEN 6TH AVE S AND MAYNARD AVE S,N,7,Chinatown/ID,,Paid Parking,120,47.59758256,-122.32568806
66614,S WELLER ST BETWEEN 6TH AVE S AND MAYNARD AVE S,S,3,Chinatown/ID,,Paid Parking,120,47.59744549,-122.32568856
66622,S WELLER ST BETWEEN 7TH AVE S AND CANTON AL S,S,2,Chinatown/ID,,Paid Parking,120,47.59742737,-122.32338508
43945,S WELLER ST BETWEEN 8TH AVE S AND DEAD END,N,2,Chinatown/ID,,Paid Parking,120,47.59757628,-122.32200565
43946,S WELLER ST BETWEEN 8TH AVE S AND DEAD END,S,5,Chinatown/ID,,Paid Parking,120,47.59743922,-122.32201036
119444,S WELLER ST BETWEEN CANTON AL S AND 8TH AVE S,N,5,Chinatown/ID,,Paid Parking,120,47.59757726,-122.32281958
66617,S WELLER ST BETWEEN MAYNARD AVE S AND MAYNARD AL S,N,4,Chinatown/ID,,Paid Parking,120,47.59758631,-122.32469977
66618,S WELLER ST BETWEEN MAYNARD AVE S AND MAYNARD AL S,S,3,Chinatown/ID,,Paid Parking,120,47.59743828,-122.32470642
35681,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,SW,14,Ballard,Edge,Paid Parking,240,47.667907,-122.38092352
35682,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,NE,16,Ballard,Edge,Paid Parking,240,47.66793637,-122.38076096
13045,TALLMAN AVE NW BETWEEN NW IONE PL AND NW CENTRAL PL,SW,9,Ballard,Edge,Paid Parking,240,47.66686786,-122.37969237
13046,TALLMAN AVE NW BETWEEN NW IONE PL AND NW CENTRAL PL,NE,6,Ballard,Edge,Paid Parking,240,47.66693106,-122.37957491
81065,TAYLOR AVE BETWEEN 5TH AVE AND DENNY WAY,W,3,Belltown,North,Paid Parking,240,47.61842442,-122.34651487
35693,TAYLOR AVE N BETWEEN DENNY WAY AND JOHN ST,W,7,Uptown Triangle,,Paid Parking,600,47.61914667,-122.34644101
35694,TAYLOR AVE N BETWEEN DENNY WAY AND JOHN ST,E,6,Uptown Triangle,,Paid Parking,600,47.61915653,-122.34616925
58381,TAYLOR AVE N BETWEEN JOHN ST AND THOMAS ST,W,7,Uptown Triangle,,Paid Parking,240,47.62031513,-122.34644322
58382,TAYLOR AVE N BETWEEN JOHN ST AND THOMAS ST,E,27,Uptown Triangle,,Paid Parking,600,47.6203126,-122.34613913
81070,TAYLOR AVE N BETWEEN MERCER ST AND ROY ST,E,7,Uptown,,Paid Parking,240,47.62498641,-122.34618163
13061,TAYLOR AVE N BETWEEN ROY ST AND VALLEY ST,W,10,Uptown,,Paid Parking,240,47.62584623,-122.34633672
13062,TAYLOR AVE N BETWEEN ROY ST AND VALLEY ST,E,3,Uptown,,Paid Parking,240,47.62584561,-122.34617451
13057,TAYLOR AVE N BETWEEN THOMAS ST AND HARRISON ST,W,16,Uptown Triangle,,Paid Parking,240,47.6215058,-122.34636441
13058,TAYLOR AVE N BETWEEN THOMAS ST AND HARRISON ST,E,10,Uptown Triangle,,Paid Parking,240,47.62151046,-122.34614946
81073,TAYLOR AVE N BETWEEN VALLEY ST AND ALOHA ST,W,2,Uptown,,Restricted Parking Zone,120,47.62671465,-122.34632949
81074,TAYLOR AVE N BETWEEN VALLEY ST AND ALOHA ST,E,3,Uptown,,Restricted Parking Zone,120,47.62671403,-122.34616728
81105,TERRACE ST BETWEEN DEAD END 2 AND TERRY AVE,NW,5,First Hill,,Restricted Parking Zone,120,47.60449698,-122.32270131
35705,TERRACE ST BETWEEN TERRY AVE AND BOREN AVE,NW,10,First Hill,,Restricted Parking Zone,120,47.6048662,-122.32181773
35706,TERRACE ST BETWEEN TERRY AVE AND BOREN AVE,SE,5,First Hill,,Restricted Parking Zone,120,47.60477148,-122.32173593
58393,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,NW,7,Commercial Core,Financial,Paid Parking,120,47.60204002,-122.32859988
35717,TERRY AVE BETWEEN ALDER ST AND TERRACE ST,SW,7,First Hill,,Restricted Parking Zone,120,47.60422151,-122.32207604
35718,TERRY AVE BETWEEN ALDER ST AND TERRACE ST,NE,9,First Hill,,Restricted Parking Zone,120,47.60425599,-122.32195506
13082,TERRY AVE BETWEEN CHERRY ST AND COLUMBIA ST,NE,7,First Hill,,Paid Parking,120,47.60711941,-122.32455178
35730,TERRY AVE BETWEEN HOWELL ST AND STEWART ST,NE,6,Denny Triangle,North,Paid Parking,240,47.61593642,-122.33286034
58409,TERRY AVE BETWEEN JAMES ST AND CHERRY ST,SW,10,First Hill,,Restricted Parking Zone,120,47.60636065,-122.32404909
81113,TERRY AVE BETWEEN LENORA ST AND DENNY WAY,SW,2,Denny Triangle,North,Paid Parking,240,47.61814223,-122.33683011
81114,TERRY AVE BETWEEN LENORA ST AND DENNY WAY,NE,4,Denny Triangle,North,Paid Parking,240,47.61816803,-122.33663822
13085,TERRY AVE BETWEEN MADISON ST AND SPRING ST,SW,3,First Hill,,Paid Parking,120,47.60920979,-122.32669044
58413,TERRY AVE BETWEEN MARION ST AND MADISON ST,SW,3,First Hill,,Paid Parking,120,47.6084865,-122.32599167
13098,TERRY AVE BETWEEN STEWART ST AND VIRGINIA ST,NE,5,Denny Triangle,North,Paid Parking,240,47.61671369,-122.33418299
58401,TERRY AVE BETWEEN TERRACE ST AND JEFFERSON ST,SW,5,First Hill,,Restricted Parking Zone,120,47.60492706,-122.32272057
58402,TERRY AVE BETWEEN TERRACE ST AND JEFFERSON ST,NE,8,First Hill,,Restricted Parking Zone,120,47.60497317,-122.32261022
13093,TERRY AVE BETWEEN UNIVERSITY ST AND UNION ST,SW,10,First Hill,,Paid Parking,120,47.61148793,-122.32872707
13101,TERRY AVE BETWEEN VIRGINIA ST AND LENORA ST,SW,4,Denny Triangle,North,Paid Parking,240,47.6174151,-122.335554
13102,TERRY AVE BETWEEN VIRGINIA ST AND LENORA ST,NE,3,Denny Triangle,North,Paid Parking,240,47.6174762,-122.3355126
35733,TERRY AVE N BETWEEN DENNY WAY AND JOHN ST,W,9,South Lake Union,South,Paid Parking,120,47.61911578,-122.33727883
58421,TERRY AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,W,8,South Lake Union,South,Paid Parking,120,47.62262366,-122.33726857
58422,TERRY AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,E,7,South Lake Union,South,Paid Parking,120,47.62261869,-122.33702531
13105,TERRY AVE N BETWEEN JOHN ST AND THOMAS ST,W,7,South Lake Union,South,Paid Parking,120,47.62027821,-122.33727531
81117,TERRY AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,W,15,South Lake Union,South,Paid Parking,120,47.62389155,-122.33723822
81118,TERRY AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,E,5,South Lake Union,South,Paid Parking,120,47.62386337,-122.33701541
13109,TERRY AVE N BETWEEN THOMAS ST AND HARRISON ST,W,9,South Lake Union,South,Paid Parking,120,47.62144907,-122.33727797
13110,TERRY AVE N BETWEEN THOMAS ST AND HARRISON ST,E,3,South Lake Union,South,Paid Parking,120,47.6214455,-122.33705498
13134,THOMAS ST BETWEEN 8TH AVE N AND 9TH AVE N,S,7,South Lake Union,South,Paid Parking,600,47.62080468,-122.34042534
58445,THOMAS ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,N,7,South Lake Union,South,Paid Parking,120,47.62094236,-122.33913076
58446,THOMAS ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,S,8,South Lake Union,South,Paid Parking,120,47.62080537,-122.33915414
13138,THOMAS ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,S,11,South Lake Union,South,Paid Parking,120,47.62078405,-122.33510817
81130,THOMAS ST BETWEEN DEXTER AVE N AND 8TH AVE N,S,4,South Lake Union,South,Paid Parking,120,47.62080932,-122.34170543
58453,THOMAS ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,N,7,South Lake Union,South,Restricted Parking Zone,120,47.62089482,-122.33361805
58454,THOMAS ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,S,4,South Lake Union,South,Restricted Parking Zone,120,47.62074999,-122.33364461
35749,THOMAS ST BETWEEN MINOR AVE N AND PONTIUS AVE N,N,7,South Lake Union,South,Restricted Parking Zone,120,47.62088111,-122.33236774
35750,THOMAS ST BETWEEN MINOR AVE N AND PONTIUS AVE N,S,4,South Lake Union,South,Restricted Parking Zone,120,47.62075516,-122.33231236
81133,THOMAS ST BETWEEN PONTIUS AVE N AND YALE AVE N,N,6,South Lake Union,South,Paid Parking,120,47.62088727,-122.33104579
81134,THOMAS ST BETWEEN PONTIUS AVE N AND YALE AVE N,S,8,South Lake Union,South,Paid Parking,120,47.62075019,-122.33105113
58449,THOMAS ST BETWEEN TERRY AVE N AND BOREN AVE N,N,1,South Lake Union,South,Paid Parking,600,47.62093462,-122.33643178
58450,THOMAS ST BETWEEN TERRY AVE N AND BOREN AVE N,S,8,South Lake Union,South,Paid Parking,600,47.62078412,-122.33650374
35745,THOMAS ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,N,1,South Lake Union,South,Paid Parking,120,47.62093987,-122.33776217
13142,THOMAS ST BETWEEN YALE AVE N AND EASTLAKE AVE E,S,5,South Lake Union,South,Paid Parking,120,47.62076448,-122.3297844
35794,UNION ST BETWEEN 2ND AVE AND 3RD AVE,SE,4,Commercial Core,Retail,Paid Parking,120,47.60848168,-122.33737977
58474,UNION ST BETWEEN 3RD AVE AND 4TH AVE,SE,4,Commercial Core,Retail,Paid Parking,120,47.60892503,-122.33627399
35798,UNION ST BETWEEN 4TH AVE AND 5TH AVE,SE,5,Commercial Core,Retail,Paid Parking,120,47.60939858,-122.33515851
81190,UNION ST BETWEEN 5TH AVE AND 6TH AVE,SE,3,Commercial Core,Retail,Paid Parking,120,47.60986131,-122.33407591
81194,UNION ST BETWEEN 6TH AVE AND 7TH AVE,SE,6,Commercial Core,Retail,Paid Parking,120,47.61031904,-122.33297464
81198,UNION ST BETWEEN BOREN AVE AND MINOR AVE,SE,7,First Hill,,Restricted Parking Zone,120,47.61268211,-122.327372
13170,UNION ST BETWEEN TERRY AVE AND BOREN AVE,SE,8,First Hill,,Restricted Parking Zone,120,47.61219682,-122.32852377
81185,UNION ST BETWEEN WESTERN AVE AND POST AL,NW,3,Commercial Core,Waterfront,Paid Parking,120,47.60753777,-122.33993334
58493,UNIVERSITY ST BETWEEN 1ST AVE AND 2ND AVE,NW,5,Commercial Core,Retail,Paid Parking,120,47.60710524,-122.33768158
58494,UNIVERSITY ST BETWEEN 1ST AVE AND 2ND AVE,SE,7,Commercial Core,Retail,Paid Parking,120,47.6070238,-122.33761427
58498,UNIVERSITY ST BETWEEN 2ND AVE AND 3RD AVE,SE,3,Commercial Core,Retail,Paid Parking,120,47.60748915,-122.33646207
13185,UNIVERSITY ST BETWEEN 3RD AVE AND 4TH AVE,NW,3,Commercial Core,Retail,Paid Parking,120,47.60806691,-122.33548167
13189,UNIVERSITY ST BETWEEN 4TH AVE AND 5TH AVE,NW,2,Commercial Core,Retail,Paid Parking,120,47.60852356,-122.33435292
13190,UNIVERSITY ST BETWEEN 4TH AVE AND 5TH AVE,SE,3,Commercial Core,Retail,Paid Parking,120,47.60838893,-122.33422012
58501,UNIVERSITY ST BETWEEN 5TH AVE AND 6TH AVE,NW,3,Commercial Core,Retail,Paid Parking,120,47.60897622,-122.33327978
35821,UNIVERSITY ST BETWEEN 9TH AVE AND TERRY AVE,NW,4,First Hill,,Paid Parking,120,47.61081539,-122.32882203
35822,UNIVERSITY ST BETWEEN 9TH AVE AND TERRY AVE,SE,6,First Hill,,Paid Parking,120,47.61073647,-122.32873326
58489,UNIVERSITY ST BETWEEN ALASKAN WAY AND WESTERN AVE,NW,2,Commercial Core,Waterfront,Paid Parking,120,47.6062271,-122.33974212
58490,UNIVERSITY ST BETWEEN ALASKAN WAY AND WESTERN AVE,SE,3,Commercial Core,Waterfront,Paid Parking,120,47.60618296,-122.33961645
35829,UNIVERSITY ST BETWEEN BOREN AVE AND MINOR AVE,NW,5,First Hill,,Restricted Parking Zone,120,47.61178165,-122.3265659
35830,UNIVERSITY ST BETWEEN BOREN AVE AND MINOR AVE,SE,5,First Hill,,Restricted Parking Zone,120,47.61167817,-122.3264665
81205,UNIVERSITY ST BETWEEN MINOR AVE AND SUMMIT AVE,NW,8,First Hill,,Paid Parking,120,47.61222854,-122.32548222
81206,UNIVERSITY ST BETWEEN MINOR AVE AND SUMMIT AVE,SE,10,First Hill,,Restricted Parking Zone,120,47.61213261,-122.32538017
13197,UNIVERSITY ST BETWEEN SUMMIT AVE AND BOYLSTON W AVE,NW,6,First Hill,,Restricted Parking Zone,120,47.6126884,-122.32435978
13198,UNIVERSITY ST BETWEEN SUMMIT AVE AND BOYLSTON W AVE,SE,13,First Hill,,Restricted Parking Zone,120,47.61258563,-122.32425866
35826,UNIVERSITY ST BETWEEN TERRY AVE AND BOREN AVE,SE,6,First Hill,,Restricted Parking Zone,120,47.61119925,-122.3276113
13209,UNIVERSITY WAY NE BETWEEN NE 40TH ST AND NE CAMPUS EB PY,W,3,University District,Core,Paid Parking,120,47.65565253,-122.31335817
13210,UNIVERSITY WAY NE BETWEEN NE 40TH ST AND NE CAMPUS EB PY,E,5,University District,Core,Paid Parking,120,47.65565937,-122.31318754
58514,UNIVERSITY WAY NE BETWEEN NE 41ST ST AND NE 42ND ST,E,7,University District,Core,Paid Parking,120,47.65753657,-122.31314236
13213,UNIVERSITY WAY NE BETWEEN NE 42ND ST AND NE 43RD ST,W,12,University District,Core,Paid Parking,120,47.65902464,-122.31328189
13214,UNIVERSITY WAY NE BETWEEN NE 42ND ST AND NE 43RD ST,E,9,University District,Core,Paid Parking,120,47.65901419,-122.31309548
81209,UNIVERSITY WAY NE BETWEEN NE 43RD ST AND NE 45TH ST,W,5,University District,Core,Paid Parking,120,47.66050606,-122.31324709
81210,UNIVERSITY WAY NE BETWEEN NE 43RD ST AND NE 45TH ST,E,7,University District,Core,Paid Parking,120,47.66049967,-122.3130565
35845,UNIVERSITY WAY NE BETWEEN NE 45TH ST AND NE 47TH ST,W,12,University District,Core,Paid Parking,120,47.66216612,-122.31320115
35846,UNIVERSITY WAY NE BETWEEN NE 45TH ST AND NE 47TH ST,E,10,University District,Core,Paid Parking,120,47.66216493,-122.31303072
35849,UNIVERSITY WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,W,6,University District,Core,Paid Parking,120,47.66400919,-122.31317705
35850,UNIVERSITY WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,E,19,University District,Core,Paid Parking,120,47.66399698,-122.3129946
35841,UNIVERSITY WAY NE BETWEEN NE CAMPUS WB PY AND NE 41ST ST,W,6,University District,Core,Paid Parking,30,47.6564863,-122.31334036
35842,UNIVERSITY WAY NE BETWEEN NE CAMPUS WB PY AND NE 41ST ST,E,5,University District,Core,Paid Parking,120,47.65648421,-122.31316591
35838,UNIVERSITY WAY NE BETWEEN NE PACIFIC ST AND NE 40TH ST,E,14,University District,Core,Paid Parking,120,47.65436312,-122.31321285
58569,VALLEY ST BETWEEN 6TH AVE N AND AURORA AVE N,N,5,Uptown,,Paid Parking,240,47.62631375,-122.34427177
13261,VALLEY ST BETWEEN AURORA AVE N AND DEXTER AVE N,N,8,South Lake Union,North,Paid Parking,600,47.62631903,-122.34289167
13262,VALLEY ST BETWEEN AURORA AVE N AND DEXTER AVE N,S,7,South Lake Union,North,Paid Parking,600,47.62620934,-122.34288677
58574,VALLEY ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,S,7,South Lake Union,North,Paid Parking,600,47.62564061,-122.33517116
35881,VALLEY ST BETWEEN DEXTER AVE N AND 8TH AVE N,N,15,South Lake Union,North,Paid Parking,600,47.62632754,-122.34168272
35882,VALLEY ST BETWEEN DEXTER AVE N AND 8TH AVE N,S,7,South Lake Union,North,Paid Parking,600,47.62619589,-122.34166966
81246,VALLEY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,S,15,South Lake Union,North,Paid Parking,600,47.62587776,-122.33348049
35890,VALLEY ST BETWEEN MINOR AVE N AND YALE AVE N,S,14,South Lake Union,North,Paid Parking,120,47.62591864,-122.33166834
81242,VALLEY ST BETWEEN TERRY AVE N AND LAKE UNION PARK ACCESS RD,S,6,South Lake Union,North,Paid Parking,120,47.62564256,-122.33666877
35886,VALLEY ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,S,6,South Lake Union,North,Paid Parking,600,47.62564186,-122.33788753
58617,VINE ST BETWEEN 1ST AVE AND 2ND AVE,NW,7,Belltown,North,Paid Parking,240,47.61565061,-122.3492925
58618,VINE ST BETWEEN 1ST AVE AND 2ND AVE,SE,7,Belltown,North,Paid Parking,240,47.61556405,-122.34914591
58621,VINE ST BETWEEN 2ND AVE AND 3RD AVE,NW,6,Belltown,North,Paid Parking,240,47.61629517,-122.3484543
58622,VINE ST BETWEEN 2ND AVE AND 3RD AVE,SE,3,Belltown,North,Paid Parking,240,47.61620702,-122.348299
81289,VINE ST BETWEEN 3RD AVE AND 4TH AVE,NW,9,Belltown,North,Paid Parking,240,47.61694485,-122.34762533
81290,VINE ST BETWEEN 3RD AVE AND 4TH AVE,SE,11,Belltown,North,Paid Parking,240,47.616859,-122.34744013
81293,VINE ST BETWEEN 4TH AVE AND 5TH AVE,NW,6,Belltown,North,Paid Parking,240,47.61763406,-122.34676164
81294,VINE ST BETWEEN 4TH AVE AND 5TH AVE,SE,6,Belltown,North,Paid Parking,240,47.61753486,-122.34659369
13298,VINE ST BETWEEN 5TH AVE AND DENNY WAY,SE,6,Belltown,North,Paid Parking,240,47.61819148,-122.34572231
58609,VINE ST BETWEEN ALASKAN WAY AND ELLIOTT AVE,NW,5,Belltown,North,Paid Parking,240,47.61369793,-122.35184661
58610,VINE ST BETWEEN ALASKAN WAY AND ELLIOTT AVE,SE,4,Belltown,North,Paid Parking,240,47.6136009,-122.35167048
13293,VINE ST BETWEEN ELLIOTT AVE AND WESTERN AVE,NW,7,Belltown,North,Paid Parking,240,47.61431849,-122.35103705
58613,VINE ST BETWEEN WESTERN AVE AND 1ST AVE,NW,5,Belltown,North,Paid Parking,240,47.61498599,-122.35017322
58614,VINE ST BETWEEN WESTERN AVE AND 1ST AVE,SE,6,Belltown,North,Paid Parking,240,47.61488386,-122.35000368
13301,VIRGINIA ST BETWEEN 1ST AVE AND 2ND AVE,NW,5,Belltown,South,Paid Parking,120,47.61147667,-122.34224044
13302,VIRGINIA ST BETWEEN 1ST AVE AND 2ND AVE,SE,7,Belltown,South,Paid Parking,120,47.61138668,-122.34208214
81297,VIRGINIA ST BETWEEN 3RD AVE AND 4TH AVE,NW,9,Belltown,South,Paid Parking,120,47.61280657,-122.34051486
13305,VIRGINIA ST BETWEEN 4TH AVE AND 5TH AVE,NW,8,Belltown,South,Paid Parking,120,47.6134703,-122.33965105
13306,VIRGINIA ST BETWEEN 4TH AVE AND 5TH AVE,SE,3,Belltown,South,Paid Parking,120,47.61338368,-122.33950456
13309,VIRGINIA ST BETWEEN 5TH AVE AND 6TH AVE,NW,9,Belltown,South,Paid Parking,120,47.61411105,-122.33882237
13313,VIRGINIA ST BETWEEN 7TH AVE AND 8TH AVE,NW,3,Denny Triangle,South,Paid Parking,120,47.61544257,-122.3370847
58641,VIRGINIA ST BETWEEN 9TH AVE AND TERRY AVE,NW,5,Denny Triangle,North,Paid Parking,240,47.61676587,-122.335373
58646,VIRGINIA ST BETWEEN BOREN AVE AND MINOR AVE,SE,3,Denny Triangle,North,Paid Parking,240,47.61799607,-122.33351256
58629,VIRGINIA ST BETWEEN PIKE PL AND POST AL,NW,3,Belltown,South,Paid Parking,120,47.61060651,-122.34332623
13345,WALL ST BETWEEN 1ST AVE AND 2ND AVE,NW,9,Belltown,North,Paid Parking,240,47.61507348,-122.34837145
13346,WALL ST BETWEEN 1ST AVE AND 2ND AVE,SE,8,Belltown,North,Paid Parking,240,47.6150029,-122.34823653
58685,WALL ST BETWEEN 2ND AVE AND 3RD AVE,NW,9,Belltown,North,Paid Parking,240,47.61572569,-122.34754004
58686,WALL ST BETWEEN 2ND AVE AND 3RD AVE,SE,3,Belltown,North,Paid Parking,240,47.61564378,-122.34739822
13349,WALL ST BETWEEN 3RD AVE AND 4TH AVE,NW,9,Belltown,North,Paid Parking,240,47.61641418,-122.34667276
35945,WALL ST BETWEEN 4TH AVE AND 5TH AVE,NW,4,Belltown,North,Paid Parking,240,47.61706416,-122.34580134
35946,WALL ST BETWEEN 4TH AVE AND 5TH AVE,SE,8,Belltown,North,Paid Parking,240,47.61698844,-122.34567306
58677,WALL ST BETWEEN ALASKAN WAY AND ELLIOTT AVE,NW,5,Belltown,North,Paid Parking,240,47.61313015,-122.35088659
35941,WALL ST BETWEEN ELLIOTT AVE AND WESTERN AVE,NW,5,Belltown,North,Paid Parking,240,47.61375448,-122.35007728
35942,WALL ST BETWEEN ELLIOTT AVE AND WESTERN AVE,SE,5,Belltown,North,Paid Parking,240,47.61367661,-122.34995178
58681,WALL ST BETWEEN WESTERN AVE AND 1ST AVE,NW,8,Belltown,North,Paid Parking,240,47.61439628,-122.34924683
58682,WALL ST BETWEEN WESTERN AVE AND 1ST AVE,SE,5,Belltown,North,Paid Parking,240,47.61432252,-122.34911602
13445,WARREN AVE N BETWEEN DENNY WAY AND JOHN ST,W,12,Uptown,,Paid Parking,240,47.61918743,-122.35422373
36009,WARREN AVE N BETWEEN JOHN ST AND THOMAS ST,W,10,Uptown,,Paid Parking,240,47.6203341,-122.3542549
36010,WARREN AVE N BETWEEN JOHN ST AND THOMAS ST,E,15,Uptown,,Paid Parking,240,47.62033866,-122.35401157
36013,WARREN AVE N BETWEEN MERCER ST AND ROY ST,W,1,Uptown,,Paid Parking,30,47.62499535,-122.35417616
36014,WARREN AVE N BETWEEN MERCER ST AND ROY ST,E,2,Uptown,,Paid Parking,240,47.62499475,-122.35401396
81421,WARREN AVE N BETWEEN REPUBLICAN ST AND MERCER ST,W,11,Uptown,,Paid Parking,240,47.62389409,-122.35419725
81422,WARREN AVE N BETWEEN REPUBLICAN ST AND MERCER ST,E,8,Uptown,,Paid Parking,240,47.62388386,-122.35402296
81453,WARREN PL BETWEEN 1ST AVE AND DENNY WAY,W,4,Belltown,North,Paid Parking,240,47.61831049,-122.35423094
81454,WARREN PL BETWEEN 1ST AVE AND DENNY WAY,E,6,Belltown,North,Paid Parking,240,47.6182689,-122.3540691
36109,WESTERN AVE BETWEEN BATTERY ST AND WALL ST,SW,10,Belltown,North,Paid Parking,240,47.61369313,-122.34920683
36110,WESTERN AVE BETWEEN BATTERY ST AND WALL ST,NE,5,Belltown,North,Paid Parking,240,47.61380287,-122.34907831
13526,WESTERN AVE BETWEEN BAY ST AND QUEEN ANNE AVE,NE,4,Belltown,North,Paid Parking,240,47.61810239,-122.35633431
13521,WESTERN AVE BETWEEN BELL ST AND BATTERY ST,SW,6,Belltown,North,Paid Parking,240,47.61303517,-122.34807888
81481,WESTERN AVE BETWEEN BLANCHARD ST AND BELL ST,SW,9,Belltown,South,Paid Parking,120,47.61226938,-122.34679293
81482,WESTERN AVE BETWEEN BLANCHARD ST AND BELL ST,NE,3,Belltown,South,Paid Parking,120,47.61238956,-122.34666975
58817,WESTERN AVE BETWEEN BROAD ST AND EAGLE ST,SW,10,Belltown,North,Paid Parking,240,47.61659514,-122.35413043
58818,WESTERN AVE BETWEEN BROAD ST AND EAGLE ST,NE,8,Belltown,North,Paid Parking,240,47.61669615,-122.35396246
36121,WESTERN AVE BETWEEN CEDAR ST AND CLAY ST,SW,6,Belltown,North,Paid Parking,240,47.61536129,-122.35199635
36122,WESTERN AVE BETWEEN CEDAR ST AND CLAY ST,NE,10,Belltown,North,Paid Parking,240,47.61545354,-122.35186904
58813,WESTERN AVE BETWEEN CLAY ST AND BROAD ST,SW,6,Belltown,North,Paid Parking,240,47.6159119,-122.35292896
58814,WESTERN AVE BETWEEN CLAY ST AND BROAD ST,NE,4,Belltown,North,Paid Parking,240,47.61600694,-122.35280637
58797,WESTERN AVE BETWEEN COLUMBIA ST AND MARION ST,SW,7,Commercial Core,Waterfront,Paid Parking,120,47.60312839,-122.33645957
58798,WESTERN AVE BETWEEN COLUMBIA ST AND MARION ST,NE,7,Commercial Core,Waterfront,Paid Parking,120,47.60319788,-122.33627051
36125,WESTERN AVE BETWEEN EAGLE ST AND BAY ST,SW,16,Belltown,North,Paid Parking,240,47.61733474,-122.35538416
36126,WESTERN AVE BETWEEN EAGLE ST AND BAY ST,NE,8,Belltown,North,Paid Parking,240,47.61746223,-122.35527339
58809,WESTERN AVE BETWEEN LENORA ST AND BLANCHARD ST,SW,11,Belltown,South,Paid Parking,120,47.61164876,-122.34573096
58810,WESTERN AVE BETWEEN LENORA ST AND BLANCHARD ST,NE,10,Belltown,South,Paid Parking,120,47.61161729,-122.34538208
36097,WESTERN AVE BETWEEN MADISON ST AND SPRING ST,SW,6,Commercial Core,Waterfront,Paid Parking,120,47.60456823,-122.33777699
36098,WESTERN AVE BETWEEN MADISON ST AND SPRING ST,NE,5,Commercial Core,Waterfront,Paid Parking,120,47.60464003,-122.33759003
13510,WESTERN AVE BETWEEN MARION ST AND MADISON ST,NE,2,Commercial Core,Waterfront,Paid Parking,120,47.60392452,-122.33695926
81477,WESTERN AVE BETWEEN PIKE ST AND PINE ST,SW,3,Commercial Core,Waterfront,Paid Parking,120,47.60878626,-122.34164153
81478,WESTERN AVE BETWEEN PIKE ST AND PINE ST,NE,4,Commercial Core,Waterfront,Paid Parking,120,47.60885995,-122.34146583
13517,WESTERN AVE BETWEEN PINE ST AND VIRGINIA ST,SW,11,Belltown,South,Paid Parking,120,47.60974531,-122.34291935
36101,WESTERN AVE BETWEEN SENECA ST AND UNIVERSITY ST,SW,7,Commercial Core,Waterfront,Paid Parking,120,47.60597802,-122.33908111
36102,WESTERN AVE BETWEEN SENECA ST AND UNIVERSITY ST,NE,4,Commercial Core,Waterfront,Paid Parking,120,47.60605889,-122.3389263
58801,WESTERN AVE BETWEEN SPRING ST AND SENECA ST,SW,10,Commercial Core,Waterfront,Paid Parking,120,47.60528135,-122.33843413
58802,WESTERN AVE BETWEEN SPRING ST AND SENECA ST,NE,5,Commercial Core,Waterfront,Paid Parking,120,47.60533893,-122.33823893
36105,WESTERN AVE BETWEEN UNION ST AND PIKE ST,SW,8,Commercial Core,Waterfront,Paid Parking,120,47.60780892,-122.34074682
